3.115768194	3.112002611	3.108204603	3.104393721	3.100526571	3.09668231	3.092888594	3.08917737	3.085524797	3.081875563	3.078239441	3.074638367	3.071110487	3.06766057	3.064341545	3.061173201	3.058123589	3.055201292	3.052364111	3.04966712	3.047122717	3.044705391	3.042411804	3.040249586	3.038176775	3.036201477	3.034270287	3.032353163	3.030455351	3.028534889	3.026527405	3.024351358	3.021938562	3.019281626	3.016399145	3.013286829	3.009957314	3.006459475	3.002847672	2.99920845	2.995571852	2.991956472	2.988312721	2.984687805	2.981231689	2.978058577	2.975206137	2.972643614	2.970381975	2.968528032	2.967152596	2.966342688	2.966077805	2.966337442	2.967086554	2.968257904	2.969789267	2.971639633	2.973798752	2.976274729	2.979006529	2.981918097	2.984876633	2.987745047	2.990372419	2.992640257	2.994394302	2.995581865	2.996184587	2.996251106	2.995820999	2.994949579	2.993706942	2.992098808	2.990148306	2.987898111	2.98540616	2.982712984	2.979823828	2.976776361	2.973608971	2.970311403	2.966876745	2.963363647	2.959753036	2.956073761	2.952342272	2.948568344	2.944776535	2.940910339	2.937005997	2.933120489	2.929272413	2.925416708	2.921576262	2.917801142	2.914105654	2.910423279	2.906733513	2.903099775	7.74936676
3.197543859	3.194093704	3.1905725	3.186999559	3.183375597	3.179755211	3.176154852	3.172643661	3.16916728	3.165746927	3.162338495	3.158969879	3.155654907	3.152406693	3.149273872	3.146300077	3.143465757	3.140778303	3.138211012	3.135810852	3.1335392	3.131386757	3.129403353	3.127544641	3.125809669	3.124134779	3.122495413	3.12092185	3.11934495	3.117719889	3.115973473	3.114057541	3.111885786	3.1094172	3.106617689	3.103556395	3.100261688	3.0967834	3.0931499	3.089414835	3.085662842	3.081912756	3.078212023	3.07456398	3.071076632	3.067862511	3.064985991	3.062444687	3.060270548	3.058513403	3.0573318	3.05675602	3.056820631	3.057457685	3.058601141	3.060208559	3.062195063	3.064547777	3.067234278	3.070220947	3.073471785	3.076888323	3.080343485	3.083672762	3.086719275	3.08937192	3.091498613	3.093022108	3.093908072	3.094207048	3.093928576	3.093162537	3.091962576	3.090374231	3.088401079	3.086129427	3.083647966	3.08096242	3.078063965	3.074940443	3.071603775	3.06813693	3.064569712	3.060920715	3.057169676	3.05331707	3.049389124	3.045367479	3.041254282	3.037088156	3.032904863	3.028757334	3.024626017	3.020470381	3.01631999	3.012192011	3.008124113	3.004108191	3.000111818	2.996159315	7.898835182
3.427672625	3.423471689	3.419162989	3.414894104	3.4106915	3.406515837	3.402390718	3.398267508	3.394189119	3.390254736	3.386304617	3.382472277	3.378781557	3.375233412	3.371814966	3.368514061	3.36533165	3.36237216	3.359621286	3.357116699	3.354848146	3.352749586	3.35080266	3.34895587	3.347176552	3.345528841	3.343992233	3.3425529	3.341164827	3.339657545	3.337971926	3.33596015	3.333520174	3.330732346	3.327608824	3.324198961	3.320463181	3.31640625	3.312132835	3.307710648	3.303218842	3.298695803	3.294226408	3.289927721	3.285917282	3.282280207	3.279026747	3.276139259	3.273726702	3.27192235	3.270885468	3.270678759	3.271306038	3.27268672	3.274707794	3.277220964	3.280212164	3.283652306	3.28755641	3.291840792	3.296398878	3.301125765	3.30581975	3.310336351	3.314427376	3.317937136	3.320746183	3.322839499	3.324132204	3.324636221	3.324410439	3.323545456	3.32212472	3.320263624	3.318026304	3.315493584	3.312597275	3.309397697	3.305938959	3.30221653	3.298290968	3.294211626	3.290026426	3.28575778	3.281336546	3.276782274	3.272099257	3.267338753	3.262546301	3.257706642	3.252846003	3.247952223	3.24307251	3.238171816	3.233289003	3.228445053	3.2237041	3.219065428	3.21446538	3.20990181	7.930837154
3.299842596	3.296616316	3.29329896	3.289921522	3.286485434	3.283060789	3.279651403	3.276336908	3.273045301	3.269682169	3.266262054	3.262878656	3.259568214	3.256380796	3.25330615	3.250330925	3.247448683	3.244673967	3.24200058	3.239414215	3.236951828	3.234642744	3.232465982	3.230405569	3.228402853	3.226436377	3.224506378	3.222612381	3.220748186	3.218851805	3.216843605	3.214637756	3.212205887	3.209536314	3.206578493	3.203393698	3.200060129	3.196609497	3.193106651	3.189550161	3.18593049	3.182233095	3.178462982	3.174811602	3.171432495	3.16840291	3.165665388	3.163170576	3.160978079	3.159176826	3.157844543	3.157069921	3.156884193	3.157269716	3.158085108	3.159250498	3.160732269	3.162537336	3.164649248	3.167039156	3.16970849	3.172516584	3.175330162	3.178000689	3.180391073	3.182360649	3.183844328	3.18483901	3.185338259	3.185342789	3.184873581	3.183982849	3.182682753	3.181043625	3.179107666	3.17698288	3.174678087	3.172146082	3.169396162	3.166483879	3.163449287	3.160300493	3.15703845	3.153701067	3.15032506	3.146875381	3.143351316	3.139764786	3.136164904	3.13257885	3.128949404	3.125293732	3.121674299	3.118088961	3.114520311	3.110955477	3.107414961	3.103923082	3.100454569	3.096985102	7.962371826
3.069257498	3.065867662	3.062468767	3.059098959	3.05574894	3.052377701	3.048974276	3.045572281	3.042216539	3.038912058	3.035672903	3.032491446	3.02938199	3.026387453	3.02346611	3.020615339	3.017877817	3.015263319	3.012830973	3.01055789	3.008426666	3.006443024	3.004572868	3.002797127	3.001113653	2.999495268	2.997945786	2.996442795	2.994960785	2.993429184	2.991760969	2.989891052	2.987740278	2.985326052	2.982636213	2.979724884	2.9766047	2.973300934	2.96985507	2.966319084	2.962758303	2.959158182	2.955536604	2.951968431	2.948595762	2.945551157	2.942832232	2.940415382	2.938323259	2.936632872	2.935460806	2.934842825	2.934832335	2.93542099	2.936513186	2.938023806	2.9398911	2.942079782	2.944595575	2.947420359	2.950555086	2.953875303	2.957241297	2.960495949	2.96345067	2.965939283	2.967873573	2.969245195	2.970048666	2.970297575	2.970038652	2.969326019	2.96817112	2.966625929	2.964733839	2.962564707	2.96015954	2.957567215	2.954800844	2.951855898	2.948720694	2.945402384	2.941977501	2.938455582	2.934881926	2.93124032	2.927500725	2.923693419	2.919802666	2.915866852	2.911896706	2.907948256	2.904036283	2.900152445	2.896264076	2.892382622	2.888532639	2.884732962	2.880995989	2.877304316	7.995007038
3.206307173	3.202772141	3.199159622	3.195510864	3.19186759	3.188252449	3.184645414	3.181090593	3.177582502	3.174058914	3.170538187	3.167063951	3.163710594	3.160480261	3.15735817	3.154352903	3.151447296	3.148675203	3.146034956	3.143541574	3.141238451	3.139086962	3.137082815	3.135198832	3.133390665	3.131647825	3.129947424	3.128297091	3.126692772	3.125044107	3.123289824	3.12132287	3.119033098	3.116417885	3.113522768	3.110386133	3.107023478	3.103465796	3.099724531	3.095894814	3.092047453	3.088200808	3.08440423	3.080682516	3.077170134	3.073948622	3.071055174	3.068474531	3.066259384	3.064487457	3.06325531	3.062659502	3.062746763	3.063493967	3.06475997	3.066424608	3.068420649	3.070765495	3.073453903	3.076478958	3.079824209	3.083357096	3.086910248	3.090295553	3.093381166	3.096041918	3.098162413	3.099696159	3.100595236	3.100897789	3.100590944	3.099720001	3.098386049	3.096684694	3.094671965	3.092395544	3.089853048	3.087074518	3.084039927	3.080752611	3.077280045	3.073713064	3.070059776	3.066312075	3.06245923	3.058477402	3.054361105	3.050158262	3.04594326	3.041692972	3.037429094	3.033157587	3.028921843	3.024632692	3.020292521	3.015996695	3.011797667	3.007720947	3.00368619	2.999662638	8.038034439
2.919429541	2.916684866	2.913946152	2.911204338	2.908455133	2.905728579	2.903053284	2.900374413	2.897713661	2.895072699	2.892464399	2.889904737	2.887424231	2.885050774	2.882759809	2.880519867	2.878412962	2.876417398	2.874493361	2.872693777	2.871069193	2.869619608	2.868239403	2.866889	2.865612745	2.864441633	2.863337278	2.862282515	2.861250639	2.860156298	2.858917236	2.857514143	2.855892181	2.854000092	2.851831198	2.849470377	2.84695363	2.844231367	2.84128499	2.838267326	2.835288763	2.832309723	2.829334497	2.826346159	2.823479891	2.820856094	2.818513155	2.816488028	2.814743757	2.813319921	2.812374115	2.811977148	2.812113047	2.812690735	2.813700438	2.815139055	2.816914797	2.818994522	2.821395159	2.824107885	2.827061892	2.830105543	2.833220243	2.836300135	2.839170218	2.841669083	2.843732119	2.845287085	2.846236229	2.846594572	2.846472979	2.845931292	2.844985008	2.843663216	2.842099905	2.84027648	2.838139772	2.835760355	2.833219528	2.830513716	2.827606201	2.824620008	2.821590185	2.818444014	2.815132856	2.811742544	2.808286428	2.804734468	2.801134109	2.797548294	2.793953657	2.790291548	2.786627769	2.782982588	2.779315948	2.775656462	2.772104025	2.768648148	2.765191317	2.761723757	8.069437027
3.118127584	3.115088224	3.11199832	3.108893156	3.105769873	3.10263896	3.099496841	3.096349716	3.093209982	3.090075254	3.086930037	3.083828688	3.08080101	3.077898979	3.075069427	3.072289228	3.069535494	3.066877127	3.064319372	3.061892748	3.059584618	3.057402372	3.055346727	3.053373337	3.051412582	3.049474716	3.04756856	3.045729876	3.043931961	3.042118073	3.040209532	3.0381248	3.035824537	3.033280611	3.030516386	3.027593851	3.024581671	3.021501303	3.018351793	3.01512742	3.011854172	3.008475542	3.005003929	3.001624107	2.998510361	2.995763779	2.993318558	2.991065741	2.989020348	2.987257004	2.985894203	2.985023737	2.984645605	2.984763145	2.985296965	2.986163139	2.987268448	2.98859787	2.990196943	2.992055893	2.99413991	2.996382475	2.998649597	3.000834465	3.0027771	3.004360199	3.005526304	3.006223679	3.006480217	3.006323814	3.005794764	3.004925013	3.003737211	3.00223279	3.000472307	2.998482704	2.996313334	2.99401021	2.991594315	2.989068985	2.986391783	2.983582735	2.980681658	2.977709055	2.974714518	2.971670389	2.968590498	2.965462446	2.962293625	2.959101915	2.955868721	2.952628851	2.949426413	2.946272135	2.943156242	2.940070152	2.936981201	2.933924437	2.930882215	2.927873611	8.083595276
3.240919828	3.237329245	3.233716965	3.230067253	3.226415634	3.222747803	3.21911335	3.215517044	3.211989403	3.208512068	3.205073595	3.201687574	3.198369741	3.195123672	3.191989899	3.188992262	3.186128378	3.183444262	3.1808815	3.178482294	3.176192522	3.174044847	3.17203331	3.170160294	3.168424606	3.166786432	3.16519165	3.163620234	3.162003279	3.1603477	3.158559561	3.156561136	3.154328585	3.151779413	3.148939848	3.145801306	3.142396212	3.138793945	3.1350739	3.131313086	3.127558947	3.123835325	3.120094538	3.11641407	3.112893105	3.109675646	3.106847763	3.104380846	3.102319002	3.100764036	3.09975338	3.099332094	3.099526167	3.100346565	3.101756334	3.103605986	3.105844498	3.108439684	3.111372948	3.114640474	3.118137598	3.121779442	3.125403643	3.128908873	3.132137537	3.13493371	3.137110472	3.138618708	3.139451027	3.139633417	3.139270067	3.13845706	3.137227058	3.135619879	3.133668184	3.131380081	3.128819704	3.126003981	3.122990847	3.119817019	3.116526604	3.113095045	3.10951519	3.105782509	3.101927757	3.098021269	3.094049215	3.090058565	3.086008787	3.081848145	3.07768321	3.073471069	3.069279909	3.065112829	3.060999632	3.056966543	3.05295825	3.049021006	3.045090675	3.041157484	8.087944984
3.099659681	3.096611023	3.093546152	3.09043622	3.087329865	3.084259272	3.081209183	3.078187227	3.075188875	3.072234392	3.069359064	3.066518784	3.063741446	3.061053991	3.058476448	3.056013823	3.05364418	3.051386118	3.049287558	3.047352552	3.045571089	3.043914557	3.042378187	3.040938616	3.039615631	3.038375616	3.037199736	3.036068201	3.034929514	3.033742189	3.032429934	3.030899048	3.029084206	3.026973009	3.024554968	3.021876335	3.01896739	3.015830994	3.012516022	3.009104729	3.005687475	3.002311707	2.998950243	2.995635986	2.992474318	2.989577055	2.9870193	2.984787703	2.982926607	2.981508255	2.980611801	2.98031354	2.980629683	2.981568098	2.983021736	2.984901428	2.987174034	2.9897995	2.992781639	2.996107101	2.999700546	3.003451109	3.007251501	3.010944366	3.014375925	3.0173738	3.019818068	3.021631002	3.022766829	3.023289442	3.023246527	3.022679329	3.021664858	3.020241976	3.01846242	3.016371727	3.013987303	3.011323929	3.008467674	3.005432129	3.002231598	2.998841047	2.995301962	2.991674423	2.98793602	2.984113693	2.980208635	2.976262331	2.972240686	2.968174696	2.964053392	2.959899664	2.955760956	2.951639175	2.947551966	2.94348526	2.939497709	2.935539246	2.931627989	2.927757978	8.268014908
3.087080717	3.083557844	3.079994917	3.076462984	3.072940826	3.069441795	3.065932512	3.062392473	3.058875322	3.055405855	3.051989555	3.048650026	3.045399427	3.042207956	3.039093256	3.036072969	3.033128738	3.030310869	3.027655602	3.025149584	3.022800684	3.020552874	3.018407583	3.016354799	3.014359474	3.012473345	3.010688782	3.008974791	3.007277727	3.005519152	3.003648043	3.001578569	2.999311686	2.996835709	2.994169235	2.991309881	2.988265276	2.985038757	2.981662512	2.978205919	2.97474885	2.971285582	2.96786952	2.964500427	2.961281776	2.958297491	2.95559144	2.95316124	2.951031446	2.949318171	2.948124647	2.947460413	2.947317839	2.947656631	2.948443174	2.949626923	2.951167345	2.953059196	2.95529747	2.957845449	2.960656404	2.963635445	2.966651201	2.969605207	2.972361565	2.974800348	2.976757765	2.978153229	2.978983164	2.979277849	2.979068756	2.978388548	2.977330923	2.975931168	2.974232435	2.972234964	2.969951391	2.967468977	2.964794397	2.961956739	2.958953142	2.955795288	2.95253849	2.949207306	2.945771456	2.942222595	2.938579559	2.934911728	2.931197405	2.927422762	2.923622131	2.919822693	2.916024208	2.912261248	2.908536673	2.904835939	2.901152849	2.897520781	2.893912315	2.890292406	8.405910492
3.01949811	3.016414881	3.013326883	3.010199308	3.00703311	3.003857374	3.000715256	2.997614622	2.994525909	2.991466522	2.988427401	2.985456467	2.982531786	2.979657888	2.976860285	2.974170923	2.971586466	2.969143629	2.966794968	2.964574814	2.962469816	2.96049881	2.958631516	2.956862688	2.955199957	2.953621626	2.952103853	2.950623274	2.949127436	2.947581053	2.945937395	2.944152832	2.942170382	2.939919472	2.93743515	2.934713364	2.931795835	2.928694487	2.925448656	2.922163963	2.918903351	2.915672541	2.912453413	2.909231186	2.906131029	2.90326786	2.900694609	2.898421288	2.896466255	2.894877672	2.89374733	2.893141985	2.893088102	2.893553972	2.894474983	2.895782471	2.897435904	2.899398804	2.9016819	2.904267073	2.907089472	2.910073519	2.913105011	2.916109085	2.918890715	2.921313047	2.923252821	2.924658537	2.925495863	2.925774336	2.925526381	2.924840927	2.923762083	2.922358513	2.920651674	2.918642044	2.916376829	2.913884401	2.9112041	2.908370733	2.905381203	2.902265549	2.89902854	2.895700216	2.89229846	2.888781786	2.885178328	2.881490469	2.877747297	2.873975754	2.870178223	2.866373062	2.862563133	2.858738184	2.854915619	2.851122618	2.847388268	2.843741179	2.840122938	2.836494446	8.519221306
3.174343824	3.170233965	3.166093111	3.161971331	3.157897234	3.153853178	3.149884224	3.145999193	3.142215014	3.138510466	3.134850264	3.131283522	3.127862215	3.124602556	3.121500969	3.118544579	3.115721941	3.113108635	3.110694885	3.108505964	3.106530428	3.104719162	3.103060722	3.101560593	3.100180626	3.098923445	3.097738266	3.096611977	3.095526695	3.094356775	3.092982054	3.091342211	3.089367867	3.087045908	3.084370852	3.081377268	3.078105927	3.074574232	3.07087779	3.067101479	3.063284874	3.059448242	3.055591822	3.051794052	3.048235178	3.045082808	3.042359591	3.040020704	3.038118601	3.036802053	3.036178589	3.036285639	3.037167549	3.038814783	3.041110039	3.043959856	3.047260046	3.051018476	3.055234909	3.059859037	3.064845324	3.070048332	3.07528758	3.080383062	3.085137129	3.089310884	3.092768669	3.095406294	3.097212076	3.098252058	3.098586321	3.098305941	3.09748292	3.096142769	3.094338655	3.092119455	3.089528799	3.086673021	3.083580256	3.080274582	3.076753616	3.073043585	3.06917572	3.065136671	3.060967207	3.056667328	3.052265167	3.047807932	3.043327332	3.038783312	3.034161568	3.029494524	3.024856806	3.020257711	3.015719652	3.011278868	3.006889105	3.002510071	2.998179197	2.993891478	8.533779144
3.304574966	3.301186562	3.297740221	3.294226885	3.290690184	3.287163973	3.283701181	3.280329466	3.276992798	3.273727417	3.270503283	3.267326355	3.264190674	3.261123896	3.258213758	3.255471945	3.252899885	3.250468254	3.248180151	3.246098757	3.244143724	3.242346764	3.240706682	3.239198923	3.237833977	3.236557245	3.235337019	3.23418355	3.232983828	3.231711149	3.230326414	3.228713274	3.226794958	3.224487543	3.221877337	3.218971491	3.21579814	3.212391853	3.208764076	3.205042839	3.201334715	3.197667122	3.194018126	3.190425873	3.186972618	3.183849573	3.181114197	3.17878437	3.176855087	3.175421476	3.174597025	3.17449379	3.175101042	3.176397085	3.178282976	3.180684328	3.18351078	3.186726332	3.190292358	3.194202185	3.19839859	3.202817917	3.207289934	3.211633921	3.215612173	3.219139338	3.222068548	3.22426486	3.225704908	3.226366758	3.22640729	3.225908518	3.224914789	3.223473787	3.221583605	3.219342947	3.216785669	3.213956833	3.210889101	3.207590342	3.204121351	3.200463533	3.196630239	3.192624331	3.18850112	3.184330702	3.180080414	3.175728083	3.171270609	3.166752815	3.162166595	3.157590628	3.153050184	3.148516893	3.144021988	3.139580011	3.13521862	3.130841017	3.12648797	3.122229338	8.580302238
3.159359932	3.156103849	3.152766943	3.149385452	3.145955801	3.142486572	3.139041901	3.135625839	3.132232666	3.128907442	3.125636339	3.122433662	3.119269133	3.116111755	3.113023043	3.11004138	3.107180357	3.104444504	3.101840258	3.099399805	3.097080946	3.0948627	3.092755318	3.090747118	3.088813782	3.086981535	3.085209131	3.083464384	3.081724167	3.079941511	3.078070402	3.076030731	3.073754311	3.071253777	3.068518639	3.065539122	3.062361479	3.058982134	3.055485487	3.051940203	3.048381567	3.044848204	3.041315079	3.037822962	3.034470558	3.031336784	3.028501511	3.025985479	3.023829222	3.02208519	3.020820856	3.020052195	3.01982975	3.020123243	3.020868063	3.022022247	3.023527861	3.025351286	3.027441263	3.029783964	3.032334566	3.03502202	3.037760973	3.04040885	3.04281497	3.044873476	3.046462297	3.047536135	3.04803443	3.047994614	3.047486067	3.0465734	3.045289278	3.043697596	3.041809797	3.039658308	3.037261009	3.034626245	3.031803846	3.028834105	3.025767326	3.022597075	3.019301176	3.015889406	3.012364626	3.008747816	3.005060434	3.00133872	2.997579336	2.993771791	2.989913225	2.986035585	2.982125998	2.97823143	2.974368811	2.970526457	2.966763735	2.963022947	2.959321976	2.955627441	8.633745193
