3.121138811	3.117927313	3.114664793	3.111337662	3.108007431	3.104723692	3.101540327	3.098388672	3.095288277	3.092173338	3.089082718	3.086046934	3.083093643	3.080227137	3.077501297	3.074876547	3.072400331	3.070030212	3.067760468	3.065574884	3.063559532	3.061685801	3.059947968	3.058301687	3.056718111	3.055166483	3.053672791	3.052186966	3.050706148	3.049121618	3.047353745	3.045409918	3.043253183	3.040821314	3.038158417	3.035266638	3.032202721	3.029009819	3.025719881	3.02240777	3.019084215	3.015714884	3.012335539	3.009058952	3.006015778	3.003329039	3.000966311	2.998885393	2.997104645	2.995746374	2.994925261	2.994641066	2.994920969	2.995740891	2.997041941	2.99876523	3.000845909	3.00330162	3.006094694	3.009177446	3.012496233	3.015922546	3.019307137	3.022511721	3.025356293	3.027732134	3.029521227	3.03070569	3.03129673	3.031351805	3.03090477	3.030034065	3.028769255	3.02718544	3.025287867	3.023123741	3.020740509	3.018158197	3.015413284	3.012511969	3.009482145	3.006339312	3.003091097	2.999771833	2.996371269	2.992918015	2.989417076	2.985899687	2.982350588	2.978772879	2.975179911	2.971589804	2.96803546	2.964499474	2.961028337	2.957616568	2.954269409	2.950937271	2.947609663	2.944307566	7.429999828
3.302576065	3.299333811	3.296039343	3.292714834	3.289351225	3.285964251	3.28254056	3.279138327	3.275731325	3.272331476	3.268917799	3.265519857	3.262238264	3.25901866	3.255860329	3.25276947	3.249807358	3.246958494	3.244181395	3.24149251	3.238931417	3.236516953	3.234225273	3.231991053	3.229834557	3.227721453	3.225650549	3.223613501	3.221532106	3.219393969	3.217148542	3.214737654	3.212113142	3.209232569	3.206126213	3.202805281	3.199325562	3.195736647	3.192075729	3.188386202	3.184658766	3.180910349	3.177194595	3.173553467	3.170078278	3.166868925	3.16397357	3.161397219	3.159110308	3.157184601	3.155693054	3.15470314	3.154227495	3.154219389	3.15464139	3.155447006	3.156554461	3.157972336	3.159664392	3.161597013	3.163747787	3.165958643	3.168150187	3.170216799	3.172026396	3.173465014	3.174409866	3.174842119	3.174790144	3.174301386	3.173367739	3.172054291	3.170430183	3.16858077	3.166460276	3.164092302	3.161505461	3.158804893	3.155960798	3.15295577	3.149851561	3.146657705	3.143401384	3.140040636	3.136634588	3.133171797	3.129668474	3.126130104	3.122586012	3.119033098	3.115439653	3.111854553	3.108263016	3.104669333	3.101060867	3.097513437	3.094047308	3.090617418	3.087156057	3.083718061	7.449999809
3.411335945	3.407609224	3.403808355	3.400050402	3.396270752	3.392523527	3.388768435	3.384987116	3.381273985	3.377637625	3.374070168	3.370601654	3.367194414	3.363829374	3.360586405	3.357503176	3.354621887	3.351912498	3.349309921	3.346829653	3.344495058	3.342309237	3.340303183	3.338398695	3.33659935	3.334856033	3.333203316	3.331570387	3.329878092	3.328072786	3.326048613	3.32376647	3.321262121	3.318437815	3.315352201	3.311941385	3.308338165	3.304552794	3.300624132	3.296597242	3.292549849	3.288537264	3.284595251	3.280723572	3.277095795	3.273821831	3.270909071	3.268424034	3.266307831	3.264755964	3.263814688	3.263505697	3.263875961	3.264813662	3.266266823	3.268167496	3.27047348	3.273193121	3.276239157	3.279597998	3.283164978	3.286809921	3.29038167	3.293729782	3.296674013	3.299079657	3.30086422	3.301999331	3.302507401	3.302364111	3.301691055	3.300559998	3.299039125	3.297164917	3.294961214	3.292521715	3.289832354	3.286920786	3.283793449	3.280503273	3.277077913	3.273494482	3.269829988	3.266075373	3.262262344	3.258365631	3.25440979	3.250412703	3.246383905	3.24233079	3.238244057	3.234166384	3.230103731	3.226078749	3.22206378	3.218088865	3.214185476	3.210298538	3.206446409	3.202611685	7.449999809
3.116995096	3.113972902	3.110959291	3.107897997	3.104831934	3.101754427	3.098709345	3.095741987	3.092857361	3.090020418	3.08723712	3.084496737	3.081842422	3.079293966	3.076826096	3.074477196	3.072282076	3.070255518	3.068404913	3.066659689	3.065043688	3.063572645	3.062229156	3.061000109	3.059878588	3.058811903	3.057814837	3.056837082	3.055821657	3.054716349	3.053412676	3.051868439	3.050053835	3.04795146	3.045531034	3.042864084	3.039956331	3.036864519	3.033625364	3.030309916	3.026992798	3.023670435	3.020368576	3.017144442	3.01410675	3.011412621	3.009073019	3.007081985	3.005451918	3.004305601	3.003726721	3.003797531	3.004511833	3.005812407	3.007612944	3.009843111	3.0125103	3.015605211	3.019055605	3.022846937	3.026904345	3.031085253	3.035228968	3.039155006	3.042751312	3.045837164	3.04830265	3.050074816	3.051143408	3.051556826	3.051369429	3.050695658	3.049598455	3.048146009	3.046350718	3.044231415	3.041841745	3.039207697	3.03635478	3.033328295	3.030140638	3.026835203	3.023408175	3.019868851	3.01624465	3.012536287	3.008756876	3.004921675	3.001066923	2.997181654	2.99327755	2.989372015	2.985500097	2.981640816	2.977814436	2.974077463	2.970405579	2.966770887	2.963135958	2.959523201	7.449999809
3.234579325	3.230904341	3.22720027	3.223433256	3.219640732	3.215869904	3.212140799	3.208487272	3.204849482	3.201291323	3.197775841	3.194291353	3.190863371	3.187484503	3.184245825	3.181154251	3.178192377	3.175363541	3.17267108	3.17012763	3.167736769	3.165448427	3.163295507	3.161263704	3.159322023	3.157466888	3.155643225	3.153859377	3.152052879	3.150191545	3.14819026	3.145954847	3.143479586	3.140741587	3.137738466	3.134515762	3.131105185	3.127578974	3.12396431	3.120288134	3.116593361	3.112863302	3.109116316	3.105477571	3.102069139	3.099005461	3.096280336	3.093860388	3.091808558	3.090188026	3.089098215	3.088593245	3.08866334	3.089299917	3.090443611	3.092009544	3.093975782	3.09629035	3.098981142	3.10202384	3.105302572	3.108723879	3.112148046	3.115401983	3.118312836	3.120706797	3.122567892	3.123822451	3.124457598	3.124528646	3.124059677	3.123166323	3.121851683	3.120186567	3.1182096	3.115958452	3.113502264	3.110857725	3.10804677	3.105036736	3.101844072	3.098516703	3.095101357	3.091603041	3.088044882	3.084440231	3.080796957	3.077076912	3.073299408	3.069510221	3.065700531	3.061907053	3.058152199	3.05446434	3.050809145	3.04715538	3.043565512	3.039977789	3.036445379	3.032975912	7.480000019
3.36532402	3.36142993	3.357503891	3.353600264	3.349695206	3.345813751	3.34198761	3.338205338	3.334502935	3.330838442	3.327218294	3.323692322	3.320294142	3.317017794	3.313884497	3.310917139	3.308136702	3.305527925	3.303080797	3.300786972	3.298665285	3.296742439	3.294941902	3.293248892	3.291632652	3.290124178	3.288697481	3.287291288	3.285797358	3.284169197	3.282355547	3.28032279	3.277991056	3.275374174	3.27246356	3.269323111	3.265994787	3.262525797	3.258944511	3.255312681	3.251550674	3.247714043	3.243909121	3.240350485	3.237157822	3.234371901	3.231963158	3.229883909	3.228246689	3.227177858	3.226758003	3.227023125	3.227923155	3.229456902	3.231551409	3.234170914	3.237258911	3.240747213	3.244619608	3.248819351	3.253274679	3.257817984	3.262243271	3.266386271	3.270114899	3.273254395	3.275712729	3.277463198	3.27854228	3.279012918	3.278928041	3.278360128	3.277394056	3.276047945	3.274361849	3.272402525	3.27016449	3.267709732	3.265087128	3.262340546	3.259439707	3.25637722	3.25321269	3.249953508	3.246618271	3.243217468	3.239822388	3.236417532	3.232970238	3.229507446	3.226047754	3.222553015	3.219088793	3.215706825	3.212411642	3.209171057	3.20593071	3.202779531	3.199614286	3.196465731	7.5
3.358683348	3.355582476	3.352475166	3.349330902	3.346110344	3.342854261	3.339581728	3.336348772	3.3331635	3.329973459	3.326842546	3.32376647	3.320742846	3.317789793	3.314898252	3.312111616	3.309485197	3.306993246	3.304617167	3.302368402	3.300218821	3.298189878	3.296251535	3.294418335	3.292696238	3.291060686	3.289458275	3.287887335	3.286232233	3.284483194	3.282555819	3.280394316	3.277983427	3.275322199	3.272398233	3.269258738	3.265858889	3.26227355	3.258593321	3.254840136	3.251107454	3.247418642	3.243770361	3.240164995	3.236675978	3.233486891	3.2307055	3.228274345	3.22620368	3.224573374	3.223470688	3.222931147	3.222990036	3.223589659	3.224666357	3.226127386	3.227947474	3.230116129	3.232559204	3.235236883	3.238131762	3.241135597	3.244096518	3.246820688	3.249216318	3.251134157	3.25247407	3.253181219	3.253312349	3.252919912	3.252074003	3.250846624	3.249251604	3.247358322	3.245171309	3.242702484	3.239971161	3.23705101	3.234028578	3.2308743	3.227607489	3.224210024	3.220679283	3.217044592	3.21331811	3.209552765	3.205750227	3.201912165	3.198033333	3.194117785	3.190143824	3.186165571	3.182173729	3.17824626	3.174434662	3.170655012	3.166859865	3.163063765	3.159358263	3.155706167	7.5
3.354010582	3.350728273	3.347405672	3.344013214	3.340531111	3.337008715	3.33345294	3.329893827	3.326358795	3.322846651	3.319379807	3.315898895	3.312458038	3.309052229	3.305715322	3.302461863	3.299308062	3.296273232	3.293371201	3.290542841	3.287871361	3.285306931	3.282806396	3.280339956	3.27793622	3.275603056	3.273376703	3.271220446	3.26903224	3.266734362	3.264270782	3.261650085	3.258884192	3.255867958	3.252604723	3.249177217	3.245601892	3.241938591	3.238140106	3.234287977	3.230382919	3.226475	3.222627878	3.21890831	3.215340853	3.212011099	3.208971739	3.206219673	3.203776121	3.201690435	3.20010376	3.19899559	3.198382139	3.198270082	3.198563337	3.199202776	3.200152159	3.201399088	3.202943802	3.204716921	3.20667243	3.208769083	3.210853815	3.212779999	3.214443922	3.215744019	3.216632128	3.217042685	3.216945648	3.216384172	3.215438843	3.214158297	3.212598801	3.210736513	3.208638191	3.20635438	3.203881025	3.201265335	3.198468447	3.195553541	3.192533731	3.189441442	3.186260462	3.182976723	3.179668427	3.176319838	3.172935724	3.169483185	3.165972471	3.16247344	3.158961296	3.155491114	3.152021408	3.148529768	3.145036459	3.14156723	3.138163805	3.134753466	3.131360292	3.128005266	7.510000229
3.227679491	3.224633455	3.221576691	3.218481779	3.215363741	3.212276459	3.209147692	3.206054688	3.202959061	3.19990921	3.196862936	3.193868399	3.190948486	3.188119173	3.185400963	3.182800531	3.180353403	3.178019524	3.175755262	3.173629761	3.171641588	3.169748306	3.168002129	3.166301012	3.164698601	3.163161278	3.161629915	3.160129547	3.158588409	3.156953812	3.155162096	3.153133392	3.150953531	3.148611784	3.146077871	3.143387079	3.140496016	3.13752389	3.134524584	3.131490707	3.128331423	3.12504077	3.12173748	3.118656158	3.115932465	3.11350894	3.111340284	3.109402418	3.10777545	3.106612921	3.105955362	3.105836153	3.106191397	3.107022524	3.108299971	3.1099298	3.111929893	3.114255905	3.116906881	3.119837523	3.122921944	3.126065493	3.129150391	3.132068872	3.134654045	3.136803865	3.138441086	3.139592886	3.140218019	3.140356779	3.140081644	3.139460802	3.138548613	3.1372931	3.135810137	3.134141207	3.132297516	3.130252123	3.128065825	3.125798464	3.123423576	3.120889664	3.118243217	3.115597486	3.112952471	3.11024785	3.107500076	3.104758024	3.102039337	3.099271536	3.096496344	3.093767166	3.091084719	3.088420153	3.085788965	3.083230019	3.080697298	3.078176737	3.075634003	3.073100328	7.519999981
3.353868723	3.349939346	3.346035957	3.342124224	3.338194847	3.334290504	3.330400467	3.326569319	3.322751284	3.318989992	3.315346718	3.311826706	3.308405638	3.305080414	3.30184865	3.298758507	3.29582572	3.293060064	3.290489912	3.288118362	3.285895586	3.283783674	3.281783104	3.279926062	3.278191566	3.276548147	3.274950027	3.273416281	3.271882772	3.270214081	3.268315077	3.266211271	3.263795853	3.261075258	3.258052826	3.254748106	3.251193285	3.247439384	3.243576765	3.239663839	3.235707283	3.231721878	3.227755547	3.223904371	3.220323801	3.21713829	3.214330912	3.211869955	3.209801912	3.208237886	3.207321405	3.207117081	3.207601547	3.208743334	3.210438967	3.212617159	3.215247154	3.218280077	3.221785307	3.225720644	3.229901075	3.234198809	3.238446951	3.242486	3.246112108	3.249115705	3.251426697	3.253014803	3.253901243	3.254087448	3.253651619	3.252663851	3.251232862	3.249418259	3.24725318	3.244793653	3.242082596	3.23911643	3.23592782	3.232571602	3.229014158	3.225307703	3.221466064	3.217586517	3.213639259	3.209623098	3.205563784	3.201456785	3.197289705	3.193072557	3.188870192	3.184715986	3.180626631	3.176534414	3.172473192	3.168477058	3.164548874	3.160679579	3.156831741	3.153024673	7.610000134
3.35217309	3.348680258	3.345154762	3.34160924	3.338051558	3.334513903	3.331015348	3.327541351	3.324131727	3.320760727	3.317439318	3.314210176	3.311071157	3.308020592	3.305088043	3.302262068	3.299604416	3.297119856	3.294804811	3.29263401	3.290598869	3.288717031	3.286986589	3.285425901	3.28398633	3.28258872	3.281216383	3.279832125	3.278459311	3.277017355	3.275420427	3.273543596	3.271417618	3.268958092	3.266213179	3.263183355	3.259901762	3.25642705	3.252830744	3.249178171	3.245489836	3.241780043	3.238084078	3.234505653	3.231152773	3.228149414	3.225556135	3.223345757	3.221511841	3.220189333	3.219466925	3.219390154	3.219993353	3.221259832	3.223115206	3.225452423	3.228219032	3.231400251	3.234970093	3.238884687	3.243090868	3.247486353	3.251880884	3.25609684	3.259925127	3.263221979	3.265855551	3.267783403	3.268971205	3.269456625	3.269369125	3.268802881	3.267802477	3.266376495	3.264576674	3.262408972	3.259952784	3.257277489	3.254425049	3.25138092	3.248111725	3.244716883	3.24121213	3.237599611	3.233923912	3.230170012	3.226360321	3.222481489	3.218570471	3.214657068	3.21070981	3.206792116	3.202914953	3.199061155	3.195267916	3.191552877	3.187930346	3.184305906	3.180656672	3.177026987	7.670000076
3.269380569	3.265828848	3.26218605	3.258507967	3.254812479	3.251157045	3.247493982	3.243815184	3.240174055	3.236550331	3.232969522	3.229461432	3.226014376	3.222688913	3.219465256	3.216299295	3.213223696	3.210234404	3.207368851	3.204694748	3.202181101	3.199796915	3.197518587	3.195316315	3.193228006	3.191193819	3.189171553	3.187188864	3.185239077	3.183196068	3.181009054	3.17858696	3.175938368	3.173063993	3.16994977	3.166662216	3.163213491	3.159591436	3.155874968	3.152085066	3.148236513	3.144360781	3.140542269	3.136831045	3.133343697	3.130178452	3.12734437	3.124798536	3.122554064	3.120718002	3.119418144	3.118671656	3.118491411	3.118853569	3.119641542	3.120800734	3.122322083	3.124209642	3.126410723	3.128909826	3.131636858	3.134504318	3.137321472	3.139911413	3.142168045	3.143996477	3.14531517	3.14607501	3.146272659	3.145936251	3.145153284	3.143947363	3.142420053	3.140617371	3.138576508	3.136310339	3.13385129	3.131209135	3.128375053	3.125410318	3.122339964	3.119177818	3.115887403	3.112549067	3.109174013	3.105729103	3.102245331	3.098719835	3.095169783	3.091592073	3.088012457	3.084468126	3.080931425	3.077410698	3.073894739	3.070387125	3.06697464	3.063613892	3.060279846	3.056918144	7.670000076
3.236578703	3.233189583	3.229783297	3.226365089	3.222991228	3.21962142	3.216255903	3.212914705	3.20963788	3.206433535	3.203275919	3.200177908	3.19716835	3.194272995	3.191502333	3.188836098	3.186336517	3.183984756	3.181775093	3.179703951	3.177757263	3.175953627	3.174273729	3.172704697	3.171253204	3.169851303	3.168516397	3.167186499	3.165829897	3.164323092	3.162632704	3.160701036	3.158550262	3.156167269	3.153528929	3.150627136	3.147535563	3.144292831	3.140952349	3.137548685	3.134075165	3.130543947	3.127019882	3.123659134	3.120591402	3.11789608	3.115511894	3.113445282	3.111788034	3.110625267	3.110049009	3.110078573	3.110691309	3.111848831	3.113548994	3.115671396	3.118233919	3.121195555	3.12452817	3.128216505	3.132141352	3.136163712	3.140133858	3.143857241	3.147216082	3.150062799	3.152284622	3.153849363	3.154760361	3.155068636	3.154882669	3.154233217	3.153184175	3.151793242	3.150107145	3.148143768	3.145935297	3.143514872	3.140903711	3.138144732	3.135249853	3.132244825	3.129129648	3.12590766	3.122626066	3.119294882	3.115900278	3.112475634	3.109056234	3.105605841	3.102134943	3.098663092	3.09523201	3.091848135	3.088471413	3.085184097	3.081946373	3.078707933	3.075432539	3.072155952	7.690000057
3.26758194	3.263799667	3.260001183	3.256143808	3.252350569	3.248545885	3.244828224	3.241147757	3.23749733	3.233919382	3.230433226	3.22706151	3.223811865	3.220631361	3.217579842	3.214668512	3.211943388	3.20939517	3.206999063	3.204781294	3.202733278	3.20082283	3.199095964	3.197501421	3.196027994	3.194633245	3.193288803	3.191970587	3.190627337	3.189182997	3.187559843	3.185682535	3.18346715	3.180915833	3.17804718	3.174925089	3.171540022	3.167934179	3.164165258	3.160325289	3.156496286	3.152626991	3.148730993	3.144927263	3.141365767	3.13822937	3.135505438	3.133153677	3.131233931	3.129843473	3.129126787	3.129110336	3.129768372	3.131113768	3.133048296	3.135469437	3.138336182	3.141603708	3.14526844	3.149293184	3.153584242	3.158000231	3.16235733	3.16648674	3.170221329	3.173393965	3.175834656	3.177512169	3.178466082	3.178774118	3.178469896	3.177597046	3.176267624	3.174543619	3.172481298	3.170084715	3.167379141	3.164469004	3.161338806	3.158057451	3.154622316	3.151001215	3.147246599	3.143356323	3.139382362	3.135313034	3.131156921	3.12698555	3.122807741	3.118588686	3.114333868	3.110067368	3.105820417	3.101599455	3.097400427	3.093264818	3.089200974	3.08522296	3.081290483	3.077376366	7.829999924
2.957792521	2.955025434	2.952230692	2.949453354	2.946704865	2.943953276	2.941167593	2.938400984	2.93565464	2.932958364	2.930298805	2.927699327	2.925172806	2.922693253	2.920264959	2.917906761	2.915633202	2.91349411	2.911499262	2.909639597	2.907869339	2.906166315	2.904555321	2.903022051	2.901568651	2.900160551	2.898809433	2.897500753	2.896136045	2.894683123	2.893097639	2.891343117	2.889417887	2.887301445	2.885011673	2.88256073	2.87994194	2.877206087	2.874405622	2.871575356	2.868706942	2.865812063	2.862936735	2.860176086	2.85761714	2.855316162	2.853288412	2.851488352	2.849951506	2.848773956	2.848073244	2.847842455	2.848060369	2.848702192	2.849758148	2.851180792	2.852899551	2.854914904	2.857248068	2.859851122	2.862647057	2.865525007	2.868359804	2.871035814	2.87341094	2.87539959	2.876935244	2.877987623	2.878487825	2.878496885	2.878102064	2.87735486	2.876307726	2.874974251	2.873409271	2.871631384	2.869648933	2.867527246	2.865266562	2.862893343	2.860402346	2.857837677	2.855184555	2.852435827	2.849615097	2.846782684	2.843954802	2.841076136	2.838176966	2.835273981	2.832356691	2.829404593	2.826475859	2.823611021	2.820789337	2.818000078	2.815247774	2.81253624	2.809818268	2.807089567	7.829999924
